product_name,product_type,sales_volume,price,sale_time,date,platform,brand,reviews,rating
Reactive radical support,Sản phẩm chống gàu,2808,29.42,Tháng 1,2024-09-27,Shopee,Biore,796,3.8
Reactive coherent approach,Bột ăn dặm,842,463.95,Tháng 7,2021-11-18,Lazada,Huggies,263,4.0
Horizontal client-driven portal,Sản phẩm làm sạch cơ thể,1999,191.56,Tháng 7,2023-05-12,Shopee,Coca-Cola,119,1.6
Cross-group context-sensitive matrix,Sản phẩm làm đẹp,4520,299.61,Tháng 4,2022-11-08,Lazada,SNAILWHITE,18,1.2
Triple-buffered uniform productivity,Sản phẩm du lịch,2349,42.78,Tháng 8,2022-06-20,Shopee,Laneige,608,4.8
Adaptive analyzing product,Đồ ăn nhanh,2536,33.57,Tháng 7,2022-02-22,Lazada,Revlon,926,4.0
Expanded didactic middleware,Sản phẩm làm mềm da,1559,132.01,Tháng 11,2023-04-13,Shopee,Lancôme,58,1.4
Face-to-face grid-enabled knowledgebase,Mỹ phẩm tự nhiên,898,143.71,Tháng 3,2024-02-05,Lazada,Apple,452,3.0
Function-based next generation approach,Nước hoa nữ,2431,432.86,Tháng 8,2023-07-19,Lazada,Fa,990,3.9
Devolved multi-state time-frame,Kem chống nắng vật lý,1743,191.4,Tháng 5,2023-07-16,Shopee,Biore,821,3.3
Persistent systematic application,Sản phẩm dưỡng móng,2838,58.26,Tháng 12,2024-05-24,Shopee,The Body Shop Tea Tree,59,3.5
Face-to-face system-worthy benchmark,Đồ trang trí,2611,301.74,Tháng 10,2022-10-30,Lazada,Laneige,635,4.8
Realigned web-enabled installation,Giày dép,184,212.7,Tháng 7,2024-01-13,Lazada,Smashbox,452,1.7
Secured web-enabled standardization,Bút kẻ mắt,2463,363.83,Tháng 11,2022-11-07,Shopee,Physiogel,430,2.0
Digitized disintermediate array,Đồ dùng nhà bếp,4569,281.49,Tháng 1,2022-07-17,Shopee,Shiseido,139,1.8
Configurable maximized matrix,Phấn phủ,2817,96.73,Tháng 11,2022-10-12,Shopee,Olay,756,2.5
Realigned maximized access,Sản phẩm dưỡng tóc,3538,105.76,Tháng 7,2024-01-31,Lazada,Garnier,231,2.1
Pre-emptive content-based architecture,Đồ gia dụng,4136,191.75,Tháng 7,2022-08-23,Lazada,Tony Moly,379,4.0
Streamlined 4thgeneration artificial intelligence,Đồ gia dụng,2022,479.37,Tháng 1,2023-02-11,Shopee,Dove,988,1.3
Synergized bottom-line pricing structure,Đồ dùng nhà bếp,4442,423.74,Tháng 12,2022-08-22,Shopee,Neutrogena,676,3.7
Mandatory directional forecast,Phụ kiện điện thoại,3319,24.53,Tháng 7,2023-06-26,Lazada,L'Oreal Paris,558,3.0
Digitized bifurcated methodology,Serum vitamin C,1375,435.98,Tháng 1,2022-06-17,Shopee,L'Oréal Professionnel,646,4.7
Total fault-tolerant function,Thiết bị chiếu sáng,4133,272.37,Tháng 4,2022-04-05,Shopee,The Ordinary,956,2.9
Managed responsive time-frame,Đồ trang trí,2491,495.74,Tháng 4,2023-09-21,Shopee,Dr. Jart+,605,4.2
Ameliorated background success,Điện tử,3120,207.31,Tháng 2,2023-05-15,Lazada,The Inkey List,818,2.7
Cross-platform reciprocal installation,Đồ dùng nhà bếp,2906,454.64,Tháng 11,2022-06-11,Shopee,Pond's,665,3.8
Optimized tertiary emulation,Kem chống nắng vật lý,2872,13.08,Tháng 11,2022-07-22,Lazada,Bioré,296,1.9
Realigned directional pricing structure,Đồ trang trí,2616,268.29,Tháng 12,2023-03-11,Lazada,Nivea Men,2,4.9
Visionary web-enabled projection,Sản phẩm tập thể dục,4588,269.42,Tháng 11,2024-07-12,Lazada,LG,77,3.8
Polarized bottom-line knowledge user,Sản phẩm dưỡng móng,1320,91.24,Tháng 8,2024-08-08,Lazada,Farsali,72,1.6
Universal stable software,Nội thất,1863,466.98,Tháng 2,2022-05-19,Lazada,Innisfree,687,1.5
Digitized content-based software,Máy tính xách tay,971,165.57,Tháng 11,2024-03-27,Shopee,Coca-Cola,299,2.8
Reduced neutral workforce,Thiết bị thể thao,3827,211.41,Tháng 7,2022-04-15,Shopee,Sunsilk,73,1.8
Balanced bi-directional analyzer,Sản phẩm trị mụn,3497,392.57,Tháng 10,2024-08-08,Shopee,Dove Body Wash,896,2.5
Organic uniform middleware,Giày dép,1715,487.19,Tháng 1,2022-04-15,Lazada,Adidas,854,1.7
Ameliorated next generation superstructure,Sản phẩm làm sạch cơ thể,4353,33.49,Tháng 5,2023-09-03,Shopee,Essie,819,1.3
Synchronized mobile matrix,Son bóng,4330,231.22,Tháng 11,2022-06-03,Shopee,Kraft,843,1.2
Reverse-engineered bi-directional hub,Mặt nạ thiên nhiên,1444,100.08,Tháng 10,2021-12-03,Lazada,Avène,788,4.7
Diverse tertiary hierarchy,Mặt nạ ngủ,4509,467.47,Tháng 4,2022-12-27,Shopee,Nivea Men,324,4.1
Self-enabling context-sensitive approach,Đồ ăn nhanh,3587,368.1,Tháng 10,2022-03-30,Lazada,SK-II,546,3.1
Programmable attitude-oriented service-desk,Sản phẩm làm sạch cơ thể,4137,134.43,Tháng 2,2022-02-28,Shopee,Aveda,321,3.7
Mandatory zero tolerance service-desk,Máy làm đẹp,184,354.93,Tháng 2,2022-10-20,Shopee,Burt's Bees,782,3.5
Total disintermediate Internet solution,Đồ handmade,2452,287.36,Tháng 1,2022-11-27,Lazada,Farsali,835,2.7
Virtual asymmetric data-warehouse,Sản phẩm dưỡng ẩm,2030,308.14,Tháng 10,2024-09-22,Shopee,Coty,705,2.9
Reverse-engineered tangible success,Sản phẩm làm đẹp,4124,452.5,Tháng 4,2023-03-21,Shopee,Kiehl's,222,2.2
Face-to-face foreground application,Dầu tẩy trang,4814,403.67,Tháng 1,2022-04-03,Shopee,Cosrx,306,1.2
Face-to-face disintermediate knowledgebase,Son bóng,4635,375.49,Tháng 12,2023-08-28,Lazada,L'Oréal Professionnel,988,4.7
Virtual transitional pricing structure,Bút kẻ mắt,3928,271.56,Tháng 4,2024-09-23,Lazada,MAC Cosmetics,196,1.4
Reduced global archive,Kem dưỡng,3103,31.9,Tháng 7,2023-12-02,Shopee,Coca-Cola,562,4.5
Cross-platform 3rdgeneration pricing structure,Nước tẩy trang,1759,290.23,Tháng 2,2022-09-29,Lazada,Dell,846,2.1
Re-engineered responsive flexibility,Văn phòng phẩm,1845,30.42,Tháng 7,2022-06-07,Lazada,Nike,222,4.0
Centralized bifurcated product,Đồ bơi,1380,68.06,Tháng 7,2022-09-28,Lazada,P&G,262,4.3
Seamless web-enabled application,Sản phẩm làm mềm da,119,417.7,Tháng 7,2022-03-19,Lazada,Avène,974,4.9
Enterprise-wide dynamic superstructure,Máy sấy tóc,2952,337.66,Tháng 2,2023-10-04,Lazada,Fa,591,2.8
Intuitive local policy,Thiết bị chiếu sáng,13,57.93,Tháng 8,2023-05-13,Lazada,Fenty Beauty,285,2.9
Synergized zero tolerance array,Bánh ngọt,3079,471.65,Tháng 12,2022-06-03,Lazada,O.P.I.,320,4.2
Polarized modular solution,Sản phẩm làm sạch,369,31.73,Tháng 10,2022-09-04,Lazada,Dr. Jart+,932,2.3
Open-source client-server policy,Phụ kiện điện thoại,3968,114.57,Tháng 9,2024-01-13,Shopee,Fenty Beauty,851,4.4
Progressive value-added service-desk,Mỹ phẩm,2838,218.0,Tháng 5,2024-09-12,Shopee,O.P.I.,102,3.1
Digitized fresh-thinking frame,Điện tử,2249,190.5,Tháng 11,2023-10-11,Shopee,Almay,802,4.9
Enterprise-wide systemic methodology,Sản phẩm dưỡng tóc,4376,481.65,Tháng 11,2023-10-09,Shopee,Sally Hansen,964,3.9
Secured zero tolerance function,Phụ kiện thời trang,501,495.41,Tháng 3,2023-07-04,Lazada,Revlon Colorstay,716,2.1
Profound holistic moratorium,Mỹ phẩm Hàn Quốc,3257,65.68,Tháng 3,2024-02-10,Lazada,Dove Men+Care,780,1.8
Automated modular middleware,Đồ ăn nhanh,2926,131.39,Tháng 6,2023-04-07,Lazada,Dr. Jart+,201,3.6
Cross-platform didactic complexity,Đồ gỗ,4585,312.29,Tháng 1,2024-07-31,Lazada,Shiseido,563,4.9
Re-contextualized background initiative,Dầu gội,204,44.57,Tháng 7,2024-07-08,Lazada,Benefit Cosmetics,499,3.6
Fundamental clear-thinking array,Máy làm đẹp,2983,107.41,Tháng 9,2022-08-12,Lazada,Chanel,967,3.3
Operative intangible core,Đồ dùng nhà bếp,563,31.55,Tháng 9,2023-12-12,Shopee,Essie,900,1.5
Total value-added neural-net,Đồ chơi,1761,132.9,Tháng 2,2023-12-08,Shopee,Samsung,861,1.4
Down-sized needs-based intranet,Thiết bị chiếu sáng,4713,372.31,Tháng 12,2023-04-20,Lazada,Tony Moly,384,4.7
Multi-channeled radical utilization,Nước hoa nam,1366,453.48,Tháng 7,2024-02-10,Shopee,Adidas,313,2.4
Ameliorated incremental Graphical User Interface,Thực phẩm chức năng giảm cân,3104,102.34,Tháng 4,2023-05-02,Lazada,Paula's Choice,553,2.7
Managed radical function,Mỹ phẩm,3475,328.03,Tháng 3,2023-05-06,Shopee,Simple,435,1.5
Assimilated context-sensitive moderator,Bảng phấn mắt,2193,322.37,Tháng 1,2022-02-26,Shopee,Fenty Beauty,69,2.4
Operative hybrid budgetary management,Mỹ phẩm Hàn Quốc,4646,70.32,Tháng 6,2023-01-17,Lazada,Colgate,646,3.7
Switchable contextually-based flexibility,Sản phẩm làm sạch,2079,478.74,Tháng 2,2022-04-24,Lazada,CeraVe,20,3.3
Synchronized solution-oriented middleware,Thực phẩm sạch,1496,454.08,Tháng 7,2023-02-12,Lazada,Samsung,616,4.7
Synergistic radical contingency,Sản phẩm chống gàu,3903,412.5,Tháng 12,2024-07-13,Shopee,Adidas,72,4.5
Versatile homogeneous methodology,Đồ dùng nhà bếp,2038,11.17,Tháng 3,2024-06-10,Lazada,Farsali,25,4.6
Implemented system-worthy info-mediaries,Túi xách,803,245.25,Tháng 4,2022-12-26,Shopee,Bioré,911,4.3
Profound systematic groupware,Kem dưỡng,2139,444.21,Tháng 10,2024-03-21,Shopee,Almay,539,2.6
User-friendly asynchronous Internet solution,Sản phẩm dưỡng tóc,2416,24.74,Tháng 8,2023-09-03,Lazada,Uniqlo,463,2.9
Polarized zero tolerance support,Thiết bị thể thao,1449,59.69,Tháng 12,2023-02-02,Shopee,Colgate,558,4.7
Networked zero tolerance product,Sản phẩm trị mụn,2151,105.1,Tháng 5,2023-07-24,Shopee,Aveeno,966,1.7
Horizontal user-facing support,Đồ gỗ,348,172.64,Tháng 1,2024-03-01,Lazada,Biore,262,3.0
Devolved incremental leverage,Điện thoại thông minh,2053,330.33,Tháng 7,2023-01-26,Shopee,Paula's Choice,887,3.3
Organic homogeneous attitude,Thực phẩm chức năng,3479,254.13,Tháng 3,2024-05-07,Lazada,Revlon,90,2.8
Polarized content-based leverage,Thời trang,4925,150.75,Tháng 11,2023-09-18,Lazada,Zara,577,4.7
User-friendly actuating Graphical User Interface,Sản phẩm bảo vệ môi trường,3316,116.17,Tháng 6,2023-08-04,Lazada,Eucerin,527,2.0
Self-enabling high-level project,Sản phẩm làm săn chắc,4431,368.98,Tháng 9,2022-04-25,Lazada,Clarins,34,4.4
Progressive mobile website,Gel tắm,3621,34.58,Tháng 8,2023-03-28,Lazada,Tarte Cosmetics,252,3.2
Horizontal empowering complexity,Mặt nạ ngủ,2987,292.59,Tháng 3,2024-08-31,Shopee,NARS,402,2.5
Virtual systematic help-desk,Đồ chơi giáo dục,4048,32.76,Tháng 6,2022-01-29,Shopee,Olay,572,3.3
Enhanced clear-thinking approach,Giày dép,4042,151.94,Tháng 8,2024-08-20,Lazada,TRESemmé,184,4.6
Synergistic holistic hardware,Thiết bị văn phòng,898,88.4,Tháng 12,2024-08-29,Lazada,Paula's Choice,423,2.1
Visionary actuating protocol,Sản phẩm làm sạch,2475,283.32,Tháng 7,2024-02-13,Lazada,Physiogel,724,2.4
Managed asymmetric hardware,Mì ăn liền,3246,44.67,Tháng 7,2023-07-10,Shopee,Huda Beauty,284,2.9
Profit-focused interactive matrices,Sản phẩm chống nắng,4208,98.91,Tháng 7,2022-11-14,Shopee,Laneige,252,3.9
Profound directional monitoring,Sản phẩm dưỡng móng,1573,213.85,Tháng 8,2022-06-24,Shopee,Jojoba Oil,198,1.5
Vision-oriented static synergy,Sản phẩm du lịch,2925,364.88,Tháng 10,2022-05-10,Shopee,Zalora,586,1.8
Exclusive motivating flexibility,Sản phẩm chống gàu,4085,395.81,Tháng 5,2024-05-13,Lazada,Revlon,10,4.6
Multi-channeled static leverage,Mỹ phẩm,2081,477.47,Tháng 8,2022-06-25,Shopee,Pond's,212,4.4
Exclusive value-added artificial intelligence,Sản phẩm làm sạch sâu,2923,367.79,Tháng 2,2023-01-20,Lazada,Dr. Jart+,197,5.0
Expanded 4thgeneration methodology,Son môi,2385,139.61,Tháng 6,2023-09-03,Lazada,L'Oreal Paris,48,1.3
Profit-focused executive access,Nước tẩy trang,1893,77.09,Tháng 1,2022-11-29,Shopee,Chanel,114,2.2
Extended grid-enabled conglomeration,Bút kẻ mày,4927,229.43,Tháng 7,2021-12-07,Lazada,Dior,581,4.9
Profound bi-directional contingency,Thực phẩm chức năng,2637,134.22,Tháng 3,2023-02-28,Shopee,Neutrogena,358,4.7
Configurable local moderator,Mỹ phẩm Hàn Quốc,573,178.49,Tháng 1,2024-01-10,Shopee,Wella,90,1.1
Monitored zero-defect functionalities,Sản phẩm làm mềm da,2260,207.6,Tháng 1,2024-07-10,Lazada,Freeman,437,3.2
Diverse systemic utilization,Mỹ phẩm Nhật Bản,1724,53.94,Tháng 7,2022-11-24,Shopee,NARS,979,3.7
Profit-focused multimedia extranet,Máy làm đẹp,4056,435.29,Tháng 10,2024-10-28,Lazada,Kraft,990,4.2
Mandatory multimedia info-mediaries,Kem chống nắng hóa học,2180,174.7,Tháng 2,2023-08-17,Lazada,Neutrogena,22,1.2
Synergized static conglomeration,Mỹ phẩm Hàn Quốc,820,497.14,Tháng 2,2022-03-29,Lazada,Aveeno,823,3.6
Self-enabling national service-desk,Mặt nạ ngủ,963,27.79,Tháng 6,2024-04-26,Shopee,Revlon Colorstay,959,2.3
Multi-layered content-based migration,Bột ăn dặm,4777,190.44,Tháng 6,2024-03-01,Lazada,Nivea,228,4.6
Future-proofed heuristic interface,Sản phẩm giảm thâm,4306,367.68,Tháng 9,2023-05-12,Lazada,Nivea Men,598,2.7
Compatible upward-trending algorithm,Sản phẩm trị mụn,430,277.98,Tháng 3,2022-02-14,Shopee,Revlon Colorstay,204,2.2
De-engineered bottom-line ability,Gia dụng,4963,226.41,Tháng 6,2021-11-14,Shopee,Olay,288,3.9
Configurable zero-defect core,Đồ bơi,4850,399.67,Tháng 7,2023-01-30,Lazada,Sally Hansen,854,4.5
Centralized homogeneous capacity,Sữa tắm,3261,418.03,Tháng 4,2023-03-21,Shopee,L'Oreal Elvive,357,2.1
Multi-tiered 5thgeneration methodology,Đồ bơi,4439,121.41,Tháng 11,2024-04-01,Shopee,Dove Men+Care,991,5.0
Persevering transitional utilization,Son bóng,3661,307.11,Tháng 5,2022-11-18,Lazada,Smashbox,755,3.1
Up-sized 24hour framework,Dầu xả,4236,394.78,Tháng 5,2024-06-08,Lazada,L'Oréal Professionnel,25,1.5
Reverse-engineered dedicated intranet,Bút kẻ mắt,3730,336.74,Tháng 12,2022-02-06,Lazada,Eucerin,328,3.2
Ameliorated 24hour standardization,Son bóng,526,496.13,Tháng 7,2021-11-12,Shopee,Benton,186,3.3
Seamless composite product,Giày dép,1315,178.01,Tháng 12,2024-02-08,Lazada,Olay,340,3.5
Innovative even-keeled adapter,Kem dưỡng,1960,202.69,Tháng 11,2022-06-01,Shopee,Olay,237,4.6
Up-sized human-resource matrix,Thiết bị điện tử,2964,405.28,Tháng 5,2022-05-13,Shopee,Dove Purely Pampering,972,4.9
Extended analyzing synergy,Kem dưỡng,4146,464.09,Tháng 11,2022-09-23,Lazada,Farsali,327,3.3
Robust exuding attitude,Serum vitamin C,3515,162.69,Tháng 2,2024-03-01,Lazada,Hada Labo,214,5.0
Future-proofed hybrid knowledgebase,Máy làm đẹp,2407,51.93,Tháng 4,2023-05-29,Shopee,Dior,928,1.2
Profound actuating moratorium,Sản phẩm chống gàu,4336,358.47,Tháng 12,2023-03-02,Lazada,Coty,142,1.7
Cross-group coherent data-warehouse,Sản phẩm dưỡng móng,5000,433.31,Tháng 8,2023-08-08,Lazada,Kose,454,2.7
Ergonomic solution-oriented circuit,Sản phẩm dưỡng móng,4973,386.18,Tháng 2,2021-11-19,Lazada,Sunsilk,815,3.1
Upgradable real-time interface,Sản phẩm trị mụn,4118,277.87,Tháng 6,2024-08-25,Lazada,Dove Men+Care,156,2.5
Ameliorated interactive pricing structure,Kem chống nắng hóa học,4065,242.8,Tháng 11,2021-12-04,Shopee,Clinique for Men,865,2.1
Organic exuding methodology,Nước cân bằng,3183,82.49,Tháng 11,2024-05-06,Shopee,Shiseido,925,4.9
Total client-server hardware,Thực phẩm sạch,3243,207.47,Tháng 12,2023-09-14,Lazada,Kraft,129,4.1
Adaptive human-resource approach,Máy tính xách tay,76,479.96,Tháng 10,2022-05-06,Lazada,Samsung,162,2.6
Realigned solution-oriented flexibility,Kem chống nắng vật lý,4500,86.56,Tháng 9,2023-06-24,Lazada,Chanel,877,1.1
Operative holistic customer loyalty,Mỹ phẩm,3755,210.27,Tháng 5,2024-01-17,Shopee,Dior,302,4.1
Profit-focused systematic solution,Thiết bị thể thao,2772,87.8,Tháng 1,2023-11-29,Shopee,Etude House,455,2.5
Profit-focused incremental hub,Gel lô hội,3900,434.6,Tháng 11,2023-08-18,Shopee,Head & Shoulders,758,3.5
Enterprise-wide global model,Bút kẻ mày,1583,65.41,Tháng 8,2022-05-06,Lazada,Tarte Cosmetics,175,4.5
Open-architected bandwidth-monitored time-frame,Đồ ăn nhanh,2514,499.28,Tháng 9,2024-01-25,Shopee,Clarins,276,3.9
Expanded human-resource methodology,Mỹ phẩm Hàn Quốc,2146,105.34,Tháng 10,2023-07-21,Shopee,Biore,36,1.5
Versatile coherent standardization,Túi xách,1217,460.3,Tháng 11,2021-11-15,Shopee,Avène,510,2.4
Diverse multimedia success,Gel lô hội,897,88.87,Tháng 6,2024-03-04,Lazada,Aveeno,126,2.0
Monitored next generation hierarchy,Sản phẩm hỗ trợ sinh lý,819,448.44,Tháng 5,2022-08-09,Lazada,Chanel,951,3.5
Optimized coherent attitude,Nước hoa hồng,2544,308.46,Tháng 1,2023-07-13,Lazada,Nike,271,1.9
Object-based system-worthy infrastructure,Gia dụng,3225,444.05,Tháng 3,2022-04-17,Shopee,Clinique,309,3.1
Cross-platform scalable utilization,Máy lọc không khí,113,54.17,Tháng 5,2024-08-18,Shopee,Aveeno,138,2.9
Object-based neutral product,Sản phẩm dưỡng ẩm,1591,403.72,Tháng 2,2023-09-04,Shopee,Huda Beauty,819,2.4
Open-architected object-oriented access,Sản phẩm làm săn chắc,2210,478.45,Tháng 2,2024-09-08,Lazada,Axe,416,4.7
Persistent 4thgeneration leverage,Mặt nạ ngủ,4913,475.36,Tháng 4,2023-05-27,Shopee,Wella,975,3.1
Secured system-worthy knowledgebase,Son bóng,1818,403.64,Tháng 4,2023-05-20,Shopee,Benefit Cosmetics,728,2.1
Assimilated mission-critical superstructure,Gel lô hội,4039,262.4,Tháng 11,2023-07-20,Lazada,Nestle,704,4.8
Enhanced neutral secured line,Thiết bị chiếu sáng,3491,239.38,Tháng 6,2022-07-26,Lazada,Coca-Cola,110,1.6
Vision-oriented intermediate strategy,Son môi,3742,323.94,Tháng 3,2024-10-12,Lazada,Coca-Cola,685,4.9
De-engineered user-facing moratorium,Máy ảnh,4074,54.37,Tháng 11,2023-03-25,Shopee,Glade,208,2.3
Polarized clear-thinking matrix,Phụ kiện thời trang,155,146.76,Tháng 8,2023-08-17,Shopee,Estée Lauder,535,1.4
Advanced client-driven flexibility,Sản phẩm chống lão hóa,437,93.69,Tháng 5,2024-04-06,Lazada,Aveeno,936,1.5
Compatible national flexibility,Nước hoa nữ,4074,213.89,Tháng 2,2022-11-22,Lazada,Shiseido,927,1.0
Multi-channeled eco-centric hardware,Máy lọc không khí,565,401.78,Tháng 10,2024-07-30,Lazada,Fa,205,2.6
Future-proofed disintermediate orchestration,Son bóng,1592,401.18,Tháng 1,2023-08-17,Lazada,Neutrogena,377,1.8
Object-based actuating policy,Đồ dùng học tập,489,226.97,Tháng 8,2024-02-21,Lazada,Dove,34,2.7
Ameliorated static methodology,Phụ kiện điện thoại,591,441.91,Tháng 8,2024-04-05,Shopee,Hada Labo,661,3.6
Self-enabling dynamic leverage,Mặt nạ thiên nhiên,2276,498.53,Tháng 5,2023-01-13,Lazada,Biore,317,3.7
Enhanced client-driven approach,Bảng phấn mắt,4728,51.45,Tháng 9,2023-10-28,Shopee,Nike,219,2.3
Re-contextualized transitional encryption,Sản phẩm làm sạch,989,287.26,Tháng 6,2023-11-02,Shopee,Pond's,431,4.6
Organic client-server portal,Bảng phấn mắt,1553,345.69,Tháng 8,2023-05-02,Lazada,Dove,638,1.4
Open-architected user-facing open system,Túi xách,1422,161.71,Tháng 5,2024-05-21,Lazada,Fenty Beauty,795,2.0
Fundamental systematic project,Kem chống nắng hóa học,64,206.54,Tháng 5,2023-01-10,Lazada,Burt's Bees,341,2.4
Optional background analyzer,Nội thất,4223,309.51,Tháng 7,2022-03-02,Shopee,Zara,840,2.5
Multi-tiered 6thgeneration initiative,Thời trang,3359,229.3,Tháng 11,2023-05-19,Lazada,TIGI,58,1.5
Streamlined didactic benchmark,Mỹ phẩm châu Âu,3415,452.39,Tháng 7,2022-01-28,Shopee,Glade,758,4.4
Upgradable asynchronous info-mediaries,Gia dụng,3951,27.95,Tháng 1,2022-07-20,Shopee,Huggies,144,4.6
Object-based bottom-line customer loyalty,Son bóng,3528,168.19,Tháng 12,2024-01-20,Shopee,Hada Labo,967,2.3
Virtual asymmetric Graphic Interface,Sản phẩm dưỡng móng,3394,122.26,Tháng 10,2024-04-04,Lazada,Yves Rocher,891,3.9
Synergistic interactive Graphic Interface,Điện tử,164,257.57,Tháng 12,2024-07-05,Lazada,Vichy,419,3.7
Upgradable 4thgeneration structure,Thực phẩm chức năng giảm cân,2936,350.96,Tháng 8,2024-01-20,Lazada,LG,776,3.1
Digitized neutral attitude,Sản phẩm xịt khoáng,2128,361.16,Tháng 7,2024-09-04,Lazada,Himalaya,276,4.1
Persevering homogeneous complexity,Sữa tắm,1355,228.37,Tháng 12,2023-07-28,Lazada,Make Up For Ever,17,2.9
